10.2307/1261186,AlabaTrade.com is a fast growing B2B firm in Nigeria. It is a Business platform where Sellers get real buyers.,Alabatrade,,,,,,28.5714286,20,0
10.2307/1261187,"If it's broken, we fix it. Nigeria's premium repair shop with guarantee on our repairs. We repair everything from phones to Furniture.",soRepairIt.com,,,,,,27.027027,22,1
10.2307/1261188,A curated database of Nigerian tech startups. Discover and work for them.,TechStartupsNG,,,,,,36.6666667,12,0
10.2307/1261189,"CowriePay is dedicated to deepening financial services in emerging markets. We provide a secured and convenient platform that allows Merchants and Lenders to offer mutually beneficial services to their customers  CowriePay solves the problems of secure payments and consumer financing, common problems in emerging e-commerce markets.",CowriePay,,,,,,30,46,0
10.2307/1261190,"Mobility Aid and Appliances Research and Development Centre (MAARDEC)was established as a charity arm of Cosokoli Ventures Nigeria Limited for research and development for mobility aids and appliances for persons with disabilities with subsidized rates, and outright donations in some cases.",Mobility Aid and Appliances Research and Development Centre (MAARDEC),,,,,,65.7142857,41,0
10.2307/1261191,"Our Principals and team have strong background in executive management, direct investments, corporate finance, management consulting, and entrepreneurship. Verod builds companies with top-notch management teams, governance systems and business practices, enabling them grow into sector leaders. Using our industry and market knowledge, business expertise, operational skills, we have a proven track record of significantly increasing value of our portfolio companies. Verod uses an active, hands-on management policy to grow its portfolio companies into stronger and more profitable enterprises, while positioning the companies for a successful exit.",Verod Capital Management,,,,,,6.25,86,0
10.2307/1261192,"Though firmly grounded in West Africa, our aspiration is to become the preferred IT brand in Africa and beyond. As an international company with over 20 offices spread across West Africa we adhere strictly to internationally accepted industry standards ensuring that every facet of our operations are in conformity with these standards. Our products and services are certified by the International Standards Organisation (ISO), Microsoft Corporation, Intel Corporation, the FCC, as well as the Manufacturers Association of Nigeria, Nigeria Computer Society and Information Technology Association of Nigeria.",Zinox Technologies,,,,,,14.6341463,86,0
10.2307/1261193,"Simmyideas is an organization whose concrete purpose is to Satisfy your hunger for latest Technology. Our team is overloaded with passion and our hunt for Technology never ends. This is the reason why we try to cover every area of the modern technological world whether it be Mobile, Computer, Automobile, Tech Q&A or Software or any other area ever known.",Simmyideas Tech Hub,,,,,,13.5135135,60,0
10.2307/1261194,"Accion Microfinance Bank Limited was incorporated in May 2006 to carry on microfinance banking business and was granted an operating license by the Central Bank of Nigeria in April, 2007.  Accion commenced business operations in May 2007.  Our management team comprises seasoned and distinguished professionals from diverse background and is ably complemented by the expertise of our technical partners, ACCION International.  At Accion Microfinance Bank, we have our core values, business philosophy and methodology that makes us standout as a leading Microfinance Bank in Nigeria.",ACCION Microfinance Bank,,,,,,25,82,0
10.2307/1261195,"Lekoil is an Africa focused oil and gas exploration and production company with interests in Nigeria and Namibia. The Company was founded in 2010 by a group of leading professionals with extensive experience in the international upstream oil and gas industry as well as in global fund management and investment banking. On 17 May 2013 Lekoil successfully listed on the AIM market of the London Stock Exchange with a US$50million fundraising. Results of the significant discovery at the Ogo-1 well and subsequent sidetrack suggest potential net recoverable resources of 232 mmboe (P50) and 354 mmboe (P10) to Lekoil Nigeria with additional upside potential expected in the synrift play. Post IPO, Lekoil announced further fundraisings with gross proceeds of approximately US$120 million to fund the drilling completion and testing of the Ogo-1 well and the Ogo-1 sidetrack.",LEKOIL LTD,,,,,,18.9189189,132,0
10.2307/1261196,"AGCNigeria is a new and rapidly expanding Pharmaceutical Software Consultancy Company. You can contact us for any of your computer program needs/requirements. You can also check the price list and details of their available products. Or, you may choose to build a career with us.",AGCNigeria,,,,,,13.5135135,45,0
10.2307/1261197,"We are a team of passionate Africans determined to tackle what we consider a critical issue paramount to Africa's development the availability of financial services to all Africans. Paga was founded early 2009 on the simple belief that the ubiquity of mobile phones can be leveraged to bring financial services to all Africans. We aim to accomplish our mission by working in partnership with select Banks, Microfinance institutions, and all Mobile Network Operators. Innovation is at the core of our company we strive to develop ""appropriate technology"" suited for the local markets where we operate. We also work hard to ensure our services are low cost and accessible via our agent network in doing so we can strive towards universal access. Paga works on the most basic SMS enabled phone and on all mobile networks so customers have the liberty to have their Paga account available at their finger tips regardless of what phone or network they are using. For consumers, our core offering is a money transfer service with Paga you can send money to anyone with a mobile phone. You can either use Paga by yourself (if you own a Paga account) or by going to any Paga Agent. We also offer several other products such as: buying/sending airtime credits, bill payments, and retail payments. For ultimate convenience we provide several channels for consumers to use Paga  SMS, Online, a mobile application, USSD, or IVR (automated line). Paga Merchant Services allows businesses to collect payment from all spectrums of the population  whether banked or not. By leveraging the Paga e-widget, businesses can integrate a world class online checkout process on their own websites. Businesses can also leverage our agent network to collect payment for goods and services or provide customers the convenience of paying via SMS or online at Paga's customer portal. Our current services are the beginning of a journey. Through our innovation lab ""Paga labs"" and in conjunction with our partners we will continue to develop and deliver valuable offerings to our customers. Together with our partners we will achieve our mission and bring financial services within reach of millions of Africans!",Pagatech,,,,,,77.1428571,355,0
10.2307/1261198,"SMEFUNDS is a Non Profit Organization promoting the use of microfinance to end poverty through ""Adopt-a Small-Business"" platform. Millions of the working poor in Africa will escape poverty when YOU care enough to ADOPT a business of choice on our website.",SMEFunds,,,,,,75.7575758,41,0
10.2307/1261204,Starttells.com is a fun way of leveraging Technology to do Literature. It is community for professional storytellers and creative writers.,Starttells,,,,,,66.6666667,20,0
10.2307/1261205,"COURTEVILLE BUSINESS SOLUTIONS PLC (Courtevilleù), is a foremost Nigerian e-business solutions and advisory company and the first in its sector to be listed on the Nigerian Stock Exchange (NSE), with shareholders' funds in excess of USD20 million. Their principal focus is the development of e-business solutions for process re-engineering in all sectors and they are supported by an impressive Board of Directors, and highly technical domestic and international alliances.",Courteville Business Solutions,,,,,,26.4705882,69,0
10.2307/1261206,NITDA created to implement the Nigerian Information Technology Policy and co-ordinate general IT development in the country.,National Information Technology Development Agency,,,,,,23.0769231,17,0
10.2307/1261207,"The essence for their existence is to convey the traditional way people carryout tasks and logistics normally and bring it online (e-commence) via a Mobile App; this changes everything from getting an item picked up and delivered for small businesses to their end users, to getting your personal chores done by professionals, should you also need relocation assistance requiring moving & packing and haulage for moving from an Old home or office to a new place, or help you get a meal from favorite restaurant even when you have no idea where to get good meal if you're new in a town.  Get everything you need done for you just the way you would have done it yourself all from a push of a button from your phone which you carry around just buy this Mobile App which never gets you stranded; now you can carry around hired-help or should be say you P.A goes everywhere with you.",Errandboy Concierge Services,,,,,,33.3333333,157,0
10.2307/1261219,Anadach Group is a global healthcare strategic firm focusing on providing innovative advice and services to clients and partners interested in transforming healthcare systems in emerging markets and developing economies.  The mission of Anadach is to dramatically improve access to quality healthcare services and products in emerging countries by enhancing the solutions to major challenges facing healthcare organizations. Anadach is operational in both emerging and developed economies.,Anadach Group,,,,,,66.6666667,67,0
10.2307/1261220,"Todaystartups cover African businesses. It gives insights, reviews on African startups and people behind them. Here founders are rock stars, we feature them to share what is behind their startup's success.",Todaystartups,,,,,,55,31,0
10.2307/1261221,"Minisaving is a daily saving Platform that allows Individuals, Petty Traders and SME's to save from their daily sales.",Minisaving,,,,,,38.4615385,19,0
10.2307/1261222,Codeclubbers is a computer club for kids and teens which focuses primarily to teach computer programming and computer graphic design .,Codeclubbers,,,,,,70.4545455,20,0
10.2307/1261228,"We are investing in African aviation development and infrastructure. We specialise in developing business architectures and applications implementable in the aviation industry to meet specific social, economic or environmental needs with a strategy for sustainability and profit sharing. Our core competency is our validation process with local aviation authorities across Africa for commissioned projects in our portfolio. We develop FAA, EASA and Transport Canada standard level of regulatory compliance projects to fill identifiable gaps in the aerospace market around sub-Saharan Africa to help make it more competitive in the global market.",AMIntegrated,,,,,,48.5714286,91,0
10.2307/1261229,"Edusko connects African parents and students with good and affordable schools in Africa, Europe and America.",Edusko.com,,,,,,86.1111111,16,0
10.2307/1261230,"AgroInfoTech Africa is an organization involved in the design, development, evaluation and application of innovative ways to use Information and Communications Technologies (ICT) within the continents domain, with primary focus on Agriculture.  AgroInfoTech (e-agriculture) is a new scope and They are committed to use its services to change and evolve a positive atmosphere for agricultural stakeholders in Africa.  All the major stakeholders of the agricultural industry need information and knowledge about these phases to manage them efficiently. Any system applied for getting information and knowledge for making decisions in any industry should deliver accurate, complete, concise information in time or on time.",AgroInfoTech,,,,,,61.9047619,102,0
10.2307/1261231,"At InfoGraphics, we realize that Digital technology is driving today's economy, it's creating new business models and more efficient ways to transact business and new channels to do so. We do more than offer a full suite of products but help our customers integrate it into their business processes so the company can excel. Founded in 1992 as a multimedia company to pioneer first-rate multimedia authoring, development and allied services, InfoGraphics Nigeria has grown to understand the high expectations an organization can put on Information Technology and so in 2005, we developed a sustainable partnership with Microsoft as Registered Certified partners. In 2006, now as Microsoft Certified Partners, we earned and won the Regional Partner of the year and Enterprise Solutions Partner (Nigeria and Ghana) at the Microsoft Africa Partner Summit as pioneers in the implementation of portal projects using the Microsoft Solution for Intranets in Nigeria. Our success stories cut across different sections of the Nigerian Economy such as the Finance, Telecoms and Government agencies.",InfoGraphics Nigeria,,,,,,34.2105263,163,0
10.2307/1261232,Nativedge is a digital marketing and mobile apps firm based in Nigeria that is committed to helping businesses grow web traffic and revenue,Nativedge,,,,,,20,23,0
10.2307/1261233,"42 Technovations is a startup that focuses on leveraging on IT skills to provide solutions to human, social and environmental problems.",42 Technovations,,,,,,50,20,0
10.2307/1261234,"AOMD allows patients get instant SMS,E-mail alerts and notifications from their respective medical facilities and does stores their medical records for further reference in the future from any registered medical facility and can be viewed by registered licensed medical personnels.  This can be accessed via phones,phablets,tablets, and PCs as long as they are connected to the network with integration of a mobile payment platform. This will allow medical professionals to review and access their patients medical records from anywhere in the world giving acces to real time and quality health and medical management.  The continuous use of this technology which will be integrated with GIS will be able to give live data of INCIDENCE and PREVALENCE of diseases.",Mejog Software Solutions,,,,,,71.875,118,0
10.2307/1261235,"Novacrest's e-Piggy is a revolutionary innovation developed to primarily address everyday problems encountered by merchants and customers during cash transactions and the resultant lack of change.  The issue of change collection and loose change conversion has been persistent perhaps since the invention of currency, and e-Piggy has been designed to provide a lasting solution.  In an economy like Nigeria where transactions still involve use of cash, e-Piggy offers merchants and customers alike a convenient, hassle-free option for dealing with change.  The e-Piggy concept is the very first of its kind anywhere in the world, addressing every challenges, using existing infrastructure, and enabling stakeholders to a world of ease, convenience and value.",e-Piggy,,,,,,36.1111111,111,0
10.2307/1261236,Einsight provides web based technology solutions for African businesses.,Einsight Ng Ltd,,,,,,19.2307692,9,1
10.2307/1261237,"Xeno Group is one of the world leading business group, built on luxury and connecting even the lowest person to living a luxurious life.","XENO GROUP, Inc.",,,,,,18.4210526,24,0
10.2307/1261238,Go is an app that let's you travel anywhere in the world in three simple steps,Go,,,,,,27.7777778,16,1
10.2307/1261239,"Imaginarium is one of Africa's influential content development, media and technology companies, strong on ideation.",Imaginarium,,,,,,17.2413793,15,0
10.2307/1261240,"Alternative Adverts Ltd is a limited liability company. An online development and advertising company and Nigeria's foremost online advertising company.  They have developed a system that will enable everyone make additional income irrespective of status, as the biggest online advertising company in Nigeria They are opening Their doors wide for everyone to make money online.  First step: If you work with private companies or government agencies who have need to advertise online, all you have to do is refer them to us and you will get 20% of whatever amount they spend on online advertisement. You don't have to do much just give us the link and They will take care of every other thing.",Alternative Adverts,,,,,,37.5,114,0
10.2307/1261241,"Xtrahola.com is a tech blog that Delivers hot Tutorials, free ebooks and Technology.",Xtrahola,,,,,,45.4545455,13,0
10.2307/1261242,MobileMoneyAfrica is Afric's leading online resource for Mobile Financial Inclusion.,Mobile Money Africa,,,,,,18.6046512,10,0
10.2307/1261243,"Providing clean electricity that is constant, cheaper and more convenient than current available sources; one building at a time.",Intellectric,,,,,,53.125,19,0
10.2307/1261249,"Enough is Enough Nigeria is a nonpartisan coalition of individuals and youth-led organizations committed to instituting a culture of transparency and public accountability in Nigeria by using technology for advocacy, activism and youth mobilization.",Enough is Enough Nigeria,,,,,,77.5,34,0
10.2307/1261263,Nigerian Pilot Newspaper is a daily newspaper that get the people informed.,Nigerian Pilot,,,,,,46.6666667,12,0
10.2307/1261264,"Reimnet Limited is a technology firm in Nigeria, providing cloud application development services, software development etc",Reimnet Limited,,,,,,10,16,0
10.2307/1261265,"Benchmarking Education Services is a privately held company, dedicated to the global dissemination of information through an unparalleled commitment to quality, reliability, and innovation Benchmarking Education Services is a Nigerian company with local insights but global perspective.  This is an educational consulting firm offering great solutions, information and processes that are verifiably accurate to ensure their clients' organizational buy-in and widespread adoption. The insights they offer are flexible enough to adapt to changes in the business, thereby making it a truly sustainable solution.While their clients are local, their solutions are global, combining the creative skills of a research firm, the marketing savvy of an advertising agency, the business sense and marketing expertise of a communications firm, and the technical capabilities of an engineering firm, focusing on client satisfaction as a top priority.",Benchmarking Education Services,,,,,,53.3333333,132,0
10.2307/1261267,"Welcome to Nigeria's leading online fashion destination! Shopping online at Fashpa.com in Nigeria  means the days of  looking  through endless boutiques and car boot sales to find that perfect fashion item and buying it at an expensive price when you do are long gone. Whether you are searching for the latest trends, clothing items, shoes,  accessories or beauty products, FASHPA.COM  brings you a huge collection of brands from which to choose the very best and latest. From shoes, such as heels, espadrilles, flats, sandals for women, wedges, down to clothes, like, swimwear, shorts, underwear or lingerie, and fashion jewelry. Our extensive range of international and local brands and designers such as Topshop, New look, Asos and Zara are literally at your fingertips. Our Mission is simple, the latest trends, hottest brands and best prices all delivered to your doorstep.  At FASHPA Nigeria, we believe your online shopping experience should be fantastic and enjoyed as if you visited the best fashion store  in Nigeria in person.This is why we have the latest collections and we remove all the stress and make sure you are able to  receive your FASHPA order as quickly as possible - in major cities that's usually 1-3 working days. Enjoy free delivery in Lagos or a low shipping rate outside lagos with multiple payment options such as Pay Online,  Bank Deposit  and cash on delivery. Getting your fashion fix has never been easier and more secure.",Fashpa,,,,,,34.2857143,237,0
10.2307/1261268,"Online legal advice to Nigerians, giving clear and easy to understand answers about the law and how it affects their daily lives",LawPadi,,,,,,66.6666667,22,1
10.2307/1261269,"On Demand Fuel Delivery via FueledUp App.  Never Stop For Fuel Again, with fueledUp  Request For Fuel via their App, and they deliver. Reducing stress and creating convenience for you.",FueledUp,,,,,,27.5,30,0
10.2307/1261270,"Green Waste Care (GWC) Nigeria is a social enterprise launched in 2012 with the aim of pioneering leading and innovative waste recycling solutions in Nigeria, and ultimately West Africa. As a social enterprise we are committed to proffering innovative and financially sustainable solutions to social problems.  Green Waste Care (GWC) is arguably the first of its kind in our immediate environment. We focus on how to use innovation and sustainability to the benefit of society. Green Waste Care (GWC) is on the crusade to cultivating a Nigerian culture that aligns with global mindset. We believe the process must take effect if there will be sustainability. We cannot jump the process, hence what we are committed to do is to cultivate an environment that can incubate the future we desire (the result we want to achieve).",Green Waste Care,,,,,,86.1111111,134,0
10.2307/1261271,"Technology Company Responsible for quickairtime.com, giftcodex.com, nokcollect.com, shareapps.net and noksms.com",Coremobile group,,,,,,38.8888889,10,0
10.2307/1261277,prestige haulage and logistics is a top nigerian project logistics management company delivering cost effective solutions through out Africa,Prestige Haulage and logistics,,,,,,19.4444444,19,0
10.2307/1261278,SureCredit is an asset financing platform for employees of selected companies. Employees can get a voucher to purchase an asset or service from several merchants in Nigeria and pay later over time from their salaries.,SureCredit,,,,,,35.4166667,35,0
10.2307/1261279,SaferMom provides pregnant/ nursing mothers with vital health information via SMS and voice services in any local language to improve maternal and child health. SaferMom also provides improved communication channels for organizations and care providers to easily communicate with the mothers they serve.,SaferMom,,,,,,86.1111111,43,0
10.2307/1261280,"366football.com provides the latest soccer news including livescore, transfer rumours, gossip, results, standings from Premier League, La Liga, Bundesliga, Champions League, Europa League, FA Cup and many more all year round.",366Football.com,,,,,,26.4705882,31,0
10.2307/1261281,Tradeafriq is a B2B Marketplace for Businesses in Africa. It is a trading hub for Manufacturers and suppliers to interact with potential buyers across Africa,Tradeafriq,,,,,,36.5853659,26,0
